stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.245,"[-2.021, -0.468]",0.777,-2.673,0.009
norefined,c,-5.755,"[-9.398, -2.113]",3.643,-2.635,0.010
norefined,s,-4.903,"[-7.965, -1.841]",3.062,-2.671,0.009
norefined,k0,-1.192,"[-2.549, 0.166]",1.357,-1.464,0.148
norefined,k1,0.273,"[-0.402, 0.949]",0.675,0.675,0.502
norefined,k2,0.222,"[-0.715, 1.16]",0.938,0.395,0.694
norefined,k3,1.065,"[0.044, 2.085]",1.021,1.740,0.086
norefined,k4,-0.159,"[-0.702, 0.383]",0.543,-0.490,0.626
norefined,k5,-1.009,"[-1.84, -0.178]",0.831,-2.025,0.047
refined,tt,-0.712,"[-0.979, -0.446]",0.267,-4.456,0.000
refined,c,-3.501,"[-4.935, -2.066]",1.434,-4.070,0.000
refined,s,-2.169,"[-2.973, -1.365]",0.804,-4.499,0.000
refined,k0,-0.712,"[-1.262, -0.162]",0.550,-2.158,0.035
refined,k1,0.198,"[-0.149, 0.545]",0.347,0.953,0.344
refined,k2,-0.344,"[-0.854, 0.167]",0.511,-1.121,0.266
refined,k3,0.083,"[-0.283, 0.449]",0.366,0.377,0.707
refined,k4,0.119,"[-0.197, 0.434]",0.315,0.628,0.532
refined,k5,0.095,"[-0.28, 0.469]",0.374,0.422,0.674
