attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-4.782,"[-10.756, 1.192]",5.974,-1.335,0.186,10,0.200,340970636.996,0.186,-1.000,-3.782,1,0,fn
c,-35.152,"[-80.454, 10.15]",45.302,-1.294,0.200,10,0.200,340970636.996,0.186,-6.000,-29.152,1,0,fn
s,-19.014,"[-43.516, 5.488]",24.502,-1.294,0.200,10,0.200,340970636.996,0.186,-3.000,-16.014,1,0,fn
k0,0.830,"[-1.193, 2.853]",2.023,0.684,0.496,10,0.200,340970636.996,0.186,0.000,0.830,0,0,fp
k1,-2.654,"[-7.148, 1.84]",4.494,-0.985,0.328,10,0.200,340970636.996,0.186,0.000,-2.654,0,0,fp
k2,1.868,"[-1.817, 5.553]",3.685,0.845,0.401,10,0.200,340970636.996,0.186,0.000,1.868,0,0,fp
k3,-2.130,"[-5.744, 1.485]",3.614,-0.983,0.329,10,0.200,340970636.996,0.186,0.000,-2.130,0,0,fp
k4,1.522,"[-1.371, 4.415]",2.893,0.877,0.383,10,0.200,340970636.996,0.186,0.000,1.522,0,0,fp
k5,-1.200,"[-3.259, 0.859]",2.059,-0.972,0.334,10,0.200,340970636.996,0.186,0.000,-1.200,0,0,fp
vot,0.136,,,,,10,0.200,340970636.996,0.186,0.167,-0.031,0,0,fn
tt,-1.829,"[-4.034, 0.376]",2.205,-1.384,0.171,10,0.300,965178564.586,0.313,-1.000,-0.829,1,0,fn
c,-10.177,"[-23.189, 2.835]",13.012,-1.305,0.197,10,0.300,965178564.586,0.313,-6.000,-4.177,1,0,fn
s,-6.490,"[-14.544, 1.563]",8.053,-1.344,0.183,10,0.300,965178564.586,0.313,-3.000,-3.490,1,0,fn
k0,1.465,"[-1.466, 4.396]",2.931,0.834,0.407,10,0.300,965178564.586,0.313,0.000,1.465,0,0,fp
k1,-0.448,"[-2.254, 1.359]",1.806,-0.414,0.680,10,0.300,965178564.586,0.313,0.000,-0.448,0,0,fp
k2,-1.437,"[-3.764, 0.89]",2.327,-1.030,0.307,10,0.300,965178564.586,0.313,0.000,-1.437,0,0,fp
k3,-0.870,"[-2.918, 1.178]",2.048,-0.709,0.481,10,0.300,965178564.586,0.313,0.000,-0.870,0,0,fp
k4,3.061,"[-1.512, 7.633]",4.573,1.116,0.268,10,0.300,965178564.586,0.313,0.000,3.061,0,0,fp
k5,-0.833,"[-2.518, 0.851]",1.685,-0.825,0.412,10,0.300,965178564.586,0.313,0.000,-0.833,0,0,fp
vot,0.180,,,,,10,0.300,965178564.586,0.313,0.167,0.013,0,0,fn
tt,-2.716,"[-7.95, 2.517]",5.234,-0.866,0.390,10,0.400,1439180356.373,0.420,-1.000,-1.716,1,0,fn
c,-20.517,"[-59.512, 18.478]",38.995,-0.878,0.383,10,0.400,1439180356.373,0.420,-6.000,-14.517,1,0,fn
s,-8.940,"[-26.504, 8.624]",17.564,-0.849,0.399,10,0.400,1439180356.373,0.420,-3.000,-5.940,1,0,fn
k0,0.737,"[-3.564, 5.039]",4.301,0.286,0.776,10,0.400,1439180356.373,0.420,0.000,0.737,0,0,fp
k1,0.087,"[-2.937, 3.11]",3.023,0.048,0.962,10,0.400,1439180356.373,0.420,0.000,0.087,0,0,fp
k2,-2.226,"[-5.75, 1.298]",3.524,-1.054,0.296,10,0.400,1439180356.373,0.420,0.000,-2.226,0,0,fp
k3,-6.054,"[-17.617, 5.51]",11.564,-0.873,0.386,10,0.400,1439180356.373,0.420,0.000,-6.054,0,0,fp
k4,3.696,"[-4.014, 11.405]",7.709,0.800,0.427,10,0.400,1439180356.373,0.420,0.000,3.696,0,0,fp
k5,3.553,"[-2.883, 9.989]",6.436,0.921,0.360,10,0.400,1439180356.373,0.420,0.000,3.553,0,0,fp
vot,0.132,,,,,10,0.400,1439180356.373,0.420,0.167,-0.034,0,0,fn
