stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,0.129,-4.986,-4.762,0.173,0.223,-1.049,-1.514,0.837,-0.458,2397589191.295,-0.026
norefined,2,-0.351,-5.043,-4.688,0.093,0.243,-1.057,-1.526,0.776,-0.439,1353935861.205,0.070
norefined,3,-0.841,-5.055,-4.631,0.046,0.284,-1.045,-1.539,0.737,-0.419,713309145.706,0.166
norefined,4,-1.311,-5.089,-4.530,-0.037,0.326,-0.993,-1.493,0.724,-0.352,535042367.133,0.258
norefined,5,-1.008,-5.344,-4.379,-0.172,0.306,-0.961,-1.309,0.758,-0.229,506107382.598,0.189
norefined,6,-1.461,-5.359,-4.295,-0.219,0.343,-0.864,-1.187,0.788,-0.139,509280442.778,0.273
norefined,7,-0.980,-5.477,-4.304,-0.229,0.315,-0.870,-1.153,0.814,-0.098,472324361.819,0.179
norefined,8,-1.446,-5.475,-4.225,-0.283,0.347,-0.790,-1.052,0.828,-0.023,483993284.759,0.264
norefined,9,-0.961,-5.581,-4.242,-0.283,0.319,-0.794,-1.025,0.850,0.011,448168555.427,0.172
norefined,10,-1.434,-5.568,-4.168,-0.342,0.345,-0.725,-0.938,0.851,0.075,465848968.555,0.258
refined,11,-0.961,-5.581,-4.242,-0.283,0.319,-0.794,-1.025,0.850,0.011,448168555.427,0.172
refined,12,-0.399,-2.823,-1.147,-0.689,0.435,0.185,1.288,-0.999,1.205,1032731203.343,0.142
refined,13,-0.395,-2.508,-1.737,-0.672,0.293,-0.049,0.022,0.089,0.997,327164397.551,0.157
refined,14,-0.587,-3.702,-2.469,-0.885,0.385,-0.021,0.003,0.129,1.230,296310208.868,0.159
refined,15,-0.814,-5.111,-3.247,-0.953,0.362,-0.056,0.029,0.126,1.272,281772186.085,0.159
refined,16,-1.000,-6.300,-3.907,-0.943,0.343,-0.130,0.053,0.105,1.262,278201102.130,0.159
refined,17,-0.973,-6.118,-3.772,-0.888,0.262,-0.095,0.036,0.010,1.277,277959884.092,0.159
refined,18,-1.036,-6.495,-4.007,-0.905,0.321,-0.146,0.067,0.034,1.274,277917130.883,0.159
refined,19,-0.984,-6.181,-3.802,-0.881,0.257,-0.101,0.043,-0.003,1.273,277927022.593,0.159
refined,20,-1.036,-6.494,-4.005,-0.902,0.318,-0.147,0.068,0.029,1.273,277905712.646,0.159
