attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.455,"[-2.231, -0.68]",0.775,-3.131,0.003,10.872,ngd,94,338926464.215,0.193,-1.000,-0.455,0,0,fn
c,-6.919,"[-10.508, -3.331]",3.588,-3.216,0.002,10.872,ngd,94,338926464.215,0.193,-6.000,-0.919,0,0,fn
s,-3.865,"[-5.891, -1.838]",2.027,-3.181,0.002,10.872,ngd,94,338926464.215,0.193,-3.000,-0.865,0,0,fn
k0,1.187,"[0.139, 2.235]",1.048,1.889,0.063,10.872,ngd,94,338926464.215,0.193,0.000,1.187,0,1,fp
k1,0.772,"[-0.056, 1.601]",0.829,1.554,0.125,10.872,ngd,94,338926464.215,0.193,0.000,0.772,0,0,fp
k2,-0.414,"[-1.388, 0.559]",0.974,-0.710,0.480,10.872,ngd,94,338926464.215,0.193,0.000,-0.414,0,0,fp
k3,-0.005,"[-0.823, 0.812]",0.818,-0.011,0.991,10.872,ngd,94,338926464.215,0.193,0.000,-0.005,0,0,fp
k4,-0.915,"[-1.63, -0.2]",0.715,-2.134,0.037,10.872,ngd,94,338926464.215,0.193,0.000,-0.915,0,1,fp
k5,-0.354,"[-1.119, 0.41]",0.765,-0.773,0.442,10.872,ngd,94,338926464.215,0.193,0.000,-0.354,0,0,fp
vot,0.210,,,,,10.872,ngd,94,338926464.215,0.193,0.167,0.044,0,0,fn
tt,-2.953,"[-7.061, 1.154]",4.108,-1.199,0.235,11.676,lm,94,2056280346.125,0.476,-1.000,-1.953,1,0,fn
c,-5.707,"[-14.332, 2.918]",8.625,-1.104,0.274,11.676,lm,94,2056280346.125,0.476,-6.000,0.293,1,0,fn
s,-4.316,"[-10.295, 1.663]",5.979,-1.204,0.233,11.676,lm,94,2056280346.125,0.476,-3.000,-1.316,1,0,fn
k0,1.849,"[-2.84, 6.538]",4.689,0.658,0.513,11.676,lm,94,2056280346.125,0.476,0.000,1.849,0,0,fp
k1,1.981,"[-1.369, 5.33]",3.350,0.986,0.328,11.676,lm,94,2056280346.125,0.476,0.000,1.981,0,0,fp
k2,-0.362,"[-2.387, 1.663]",2.025,-0.298,0.767,11.676,lm,94,2056280346.125,0.476,0.000,-0.362,0,0,fp
k3,-0.078,"[-2.504, 2.347]",2.425,-0.054,0.957,11.676,lm,94,2056280346.125,0.476,0.000,-0.078,0,0,fp
k4,-0.778,"[-2.887, 1.33]",2.108,-0.616,0.540,11.676,lm,94,2056280346.125,0.476,0.000,-0.778,0,0,fp
k5,-0.077,"[-2.727, 2.572]",2.650,-0.049,0.961,11.676,lm,94,2056280346.125,0.476,0.000,-0.077,0,0,fp
vot,0.518,,,,,11.676,lm,94,2056280346.125,0.476,0.167,0.351,0,0,fn
tt,-0.919,"[-1.234, -0.603]",0.316,-4.855,0.000,22.576,ngd+lm,94,155414752.416,0.131,-1.000,0.081,0,0,fn
c,-6.263,"[-8.35, -4.176]",2.087,-5.005,0.000,22.576,ngd+lm,94,155414752.416,0.131,-6.000,-0.263,0,0,fn
s,-2.868,"[-3.87, -1.866]",1.002,-4.774,0.000,22.576,ngd+lm,94,155414752.416,0.131,-3.000,0.132,0,0,fn
k0,-0.307,"[-0.841, 0.228]",0.534,-0.957,0.342,22.576,ngd+lm,94,155414752.416,0.131,0.000,-0.307,0,0,fp
k1,0.355,"[-0.036, 0.746]",0.391,1.513,0.135,22.576,ngd+lm,94,155414752.416,0.131,0.000,0.355,0,0,fp
k2,0.506,"[-0.107, 1.118]",0.612,1.377,0.173,22.576,ngd+lm,94,155414752.416,0.131,0.000,0.506,0,0,fp
k3,-0.081,"[-0.525, 0.364]",0.445,-0.303,0.763,22.576,ngd+lm,94,155414752.416,0.131,0.000,-0.081,0,0,fp
k4,-0.858,"[-1.329, -0.387]",0.471,-3.037,0.003,22.576,ngd+lm,94,155414752.416,0.131,0.000,-0.858,0,1,fp
k5,0.452,"[0.017, 0.887]",0.435,1.733,0.088,22.576,ngd+lm,94,155414752.416,0.131,0.000,0.452,0,1,fp
vot,0.147,,,,,22.576,ngd+lm,94,155414752.416,0.131,0.167,-0.020,0,0,fn
