attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.034,"[-1.547, -0.521]",0.513,-3.363,0.001,11.274,ngd,69,290567004.650,0.174,-1.000,-0.034,0,0,fn
c,-7.465,"[-11.199, -3.731]",3.734,-3.334,0.001,11.274,ngd,69,290567004.650,0.174,-6.000,-1.465,0,0,fn
s,-3.742,"[-5.492, -1.992]",1.750,-3.567,0.001,11.274,ngd,69,290567004.650,0.174,-3.000,-0.742,0,0,fn
k0,-0.049,"[-0.819, 0.722]",0.770,-0.105,0.916,11.274,ngd,69,290567004.650,0.174,0.000,-0.049,0,0,fp
k1,0.370,"[-0.393, 1.132]",0.763,0.808,0.422,11.274,ngd,69,290567004.650,0.174,0.000,0.370,0,0,fp
k2,0.429,"[-0.292, 1.149]",0.720,0.993,0.324,11.274,ngd,69,290567004.650,0.174,0.000,0.429,0,0,fp
k3,0.476,"[-0.332, 1.284]",0.808,0.982,0.330,11.274,ngd,69,290567004.650,0.174,0.000,0.476,0,0,fp
k4,0.099,"[-0.513, 0.71]",0.612,0.269,0.789,11.274,ngd,69,290567004.650,0.174,0.000,0.099,0,0,fp
k5,-0.828,"[-1.793, 0.138]",0.965,-1.430,0.157,11.274,ngd,69,290567004.650,0.174,0.000,-0.828,0,0,fp
vot,0.139,,,,,11.274,ngd,69,290567004.650,0.174,0.167,-0.028,0,0,fn
tt,-1.997,"[-4.231, 0.237]",2.234,-1.491,0.141,11.711,lm,69,1250775925.135,0.360,-1.000,-0.997,1,0,fn
c,-7.122,"[-15.476, 1.231]",8.354,-1.422,0.160,11.711,lm,69,1250775925.135,0.360,-6.000,-1.122,1,0,fn
s,-3.307,"[-7.205, 0.592]",3.898,-1.415,0.162,11.711,lm,69,1250775925.135,0.360,-3.000,-0.307,1,0,fn
k0,0.426,"[-1.78, 2.632]",2.206,0.322,0.748,11.711,lm,69,1250775925.135,0.360,0.000,0.426,0,0,fp
k1,0.760,"[-1.521, 3.042]",2.282,0.556,0.580,11.711,lm,69,1250775925.135,0.360,0.000,0.760,0,0,fp
k2,1.231,"[-0.331, 2.793]",1.562,1.315,0.193,11.711,lm,69,1250775925.135,0.360,0.000,1.231,0,0,fp
k3,1.278,"[-1.035, 3.592]",2.313,0.922,0.360,11.711,lm,69,1250775925.135,0.360,0.000,1.278,0,0,fp
k4,0.835,"[-1.13, 2.801]",1.966,0.709,0.481,11.711,lm,69,1250775925.135,0.360,0.000,0.835,0,0,fp
k5,-0.833,"[-3.074, 1.409]",2.241,-0.620,0.538,11.711,lm,69,1250775925.135,0.360,0.000,-0.833,0,0,fp
vot,0.280,,,,,11.711,lm,69,1250775925.135,0.360,0.167,0.114,0,0,fn
tt,-0.960,"[-1.328, -0.593]",0.368,-4.358,0.000,23.112,ngd+lm,69,224066550.564,0.152,-1.000,0.040,0,0,fn
c,-5.504,"[-7.769, -3.24]",2.264,-4.055,0.000,23.112,ngd+lm,69,224066550.564,0.152,-6.000,0.496,0,0,fn
s,-2.973,"[-4.064, -1.882]",1.091,-4.545,0.000,23.112,ngd+lm,69,224066550.564,0.152,-3.000,0.027,0,0,fn
k0,-0.068,"[-0.642, 0.506]",0.574,-0.198,0.844,23.112,ngd+lm,69,224066550.564,0.152,0.000,-0.068,0,0,fp
k1,0.132,"[-0.47, 0.735]",0.602,0.367,0.715,23.112,ngd+lm,69,224066550.564,0.152,0.000,0.132,0,0,fp
k2,0.023,"[-0.521, 0.567]",0.544,0.071,0.944,23.112,ngd+lm,69,224066550.564,0.152,0.000,0.023,0,0,fp
k3,0.102,"[-0.403, 0.607]",0.505,0.338,0.737,23.112,ngd+lm,69,224066550.564,0.152,0.000,0.102,0,0,fp
k4,-0.226,"[-0.708, 0.257]",0.483,-0.781,0.438,23.112,ngd+lm,69,224066550.564,0.152,0.000,-0.226,0,0,fp
k5,-0.178,"[-0.8, 0.444]",0.622,-0.477,0.635,23.112,ngd+lm,69,224066550.564,0.152,0.000,-0.178,0,0,fp
vot,0.174,,,,,23.112,ngd+lm,69,224066550.564,0.152,0.167,0.008,0,0,fn
