stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,57.897,2.023,0.000,76,0,9,2853158943.595,325062245.397
refined,129.554,2.023,0.000,76,0,9,2853158943.595,155039049.390
