attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.709,"[-0.937, -0.481]",0.228,-5.187,0.000,62.825,ngd,52,158894188.108,0.128,-1.000,0.291,0,0,fn
c,-4.464,"[-5.881, -3.047]",1.417,-5.249,0.000,62.825,ngd,52,158894188.108,0.128,-6.000,1.536,0,0,fn
s,-2.485,"[-3.243, -1.727]",0.758,-5.462,0.000,62.825,ngd,52,158894188.108,0.128,-3.000,0.515,0,0,fn
vot,0.159,,,,,62.825,ngd,52,158894188.108,0.128,0.167,-0.008,0,0,fn
tt,-0.838,"[-1.114, -0.562]",0.276,-5.058,0.000,71.068,lm,52,160852809.881,0.129,-1.000,0.162,0,0,fn
c,-5.599,"[-7.409, -3.79]",1.809,-5.156,0.000,71.068,lm,52,160852809.881,0.129,-6.000,0.401,0,0,fn
s,-3.009,"[-3.958, -2.059]",0.949,-5.279,0.000,71.068,lm,52,160852809.881,0.129,-3.000,-0.009,0,0,fn
vot,0.150,,,,,71.068,lm,52,160852809.881,0.129,0.167,-0.017,0,0,fn
tt,-0.827,"[-1.093, -0.561]",0.266,-5.174,0.000,121.422,ngd+lm,52,156991876.704,0.127,-1.000,0.173,0,0,fn
c,-5.050,"[-6.653, -3.448]",1.603,-5.249,0.000,121.422,ngd+lm,52,156991876.704,0.127,-6.000,0.950,0,0,fn
s,-2.673,"[-3.497, -1.849]",0.824,-5.402,0.000,121.422,ngd+lm,52,156991876.704,0.127,-3.000,0.327,0,0,fn
vot,0.164,,,,,121.422,ngd+lm,52,156991876.704,0.127,0.167,-0.003,0,0,fn
