stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,93.475,2.023,0.000,0,9,2924144210.365,215702533.766,76
refined,196.814,2.023,0.000,0,9,2924144210.365,106573901.158,76
