stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,79.766,2.023,0.000,0,9,3683613409.163,314441751.407,76
refined,164.299,2.023,0.000,0,9,3683613409.163,159671125.052,76
