stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.073,"[-2.458, 0.312]",1.385,-1.546,0.127
norefined,c,-4.776,"[-11.186, 1.634]",6.410,-1.487,0.142
norefined,s,-3.999,"[-8.98, 0.981]",4.980,-1.603,0.114
norefined,k0,1.218,"[-2.146, 4.581]",3.363,0.723,0.472
norefined,k1,-1.919,"[-5.15, 1.313]",3.232,-1.185,0.240
norefined,k2,-0.399,"[-3.625, 2.828]",3.227,-0.247,0.806
norefined,k3,-0.378,"[-1.777, 1.021]",1.399,-0.539,0.591
norefined,k4,-0.232,"[-2.589, 2.126]",2.358,-0.196,0.845
norefined,k5,-1.266,"[-3.826, 1.294]",2.560,-0.987,0.327
refined,tt,-0.208,"[-0.289, -0.127]",0.081,-5.099,0.000
refined,c,-1.707,"[-2.355, -1.059]",0.648,-5.256,0.000
refined,s,-0.751,"[-1.055, -0.447]",0.304,-4.926,0.000
refined,k0,0.171,"[-0.239, 0.582]",0.411,0.832,0.408
refined,k1,-0.041,"[-0.489, 0.406]",0.447,-0.184,0.855
refined,k2,0.181,"[-0.37, 0.733]",0.552,0.656,0.514
refined,k3,0.117,"[-0.141, 0.376]",0.258,0.906,0.368
refined,k4,-0.104,"[-0.592, 0.384]",0.488,-0.424,0.673
refined,k5,0.603,"[0.285, 0.921]",0.318,3.787,0.000
