stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,67.892,2.023,0.000,0,9,3959446154.405,391255936.992,76
refined,89.821,2.023,0.000,0,9,3959446154.405,303044360.028,76
