stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.142,"[-1.853, -0.432]",0.711,-3.208,0.002
norefined,c,-6.814,"[-11.129, -2.499]",4.315,-3.152,0.002
norefined,s,-4.630,"[-7.263, -1.997]",2.633,-3.509,0.001
norefined,k0,1.250,"[0.025, 2.475]",1.225,2.037,0.046
norefined,k1,0.771,"[-0.05, 1.591]",0.821,1.874,0.065
norefined,k2,-0.833,"[-1.753, 0.088]",0.920,-1.806,0.075
norefined,k3,0.277,"[-0.418, 0.972]",0.695,0.796,0.429
norefined,k4,-0.567,"[-1.452, 0.319]",0.886,-1.278,0.206
norefined,k5,-0.218,"[-0.954, 0.519]",0.736,-0.590,0.557
refined,tt,-0.877,"[-1.167, -0.586]",0.290,-6.026,0.000
refined,c,-5.663,"[-7.653, -3.673]",1.990,-5.680,0.000
refined,s,-2.784,"[-3.691, -1.877]",0.907,-6.126,0.000
refined,k0,-0.291,"[-0.767, 0.185]",0.476,-1.220,0.227
refined,k1,-0.120,"[-0.419, 0.179]",0.299,-0.802,0.425
refined,k2,0.082,"[-0.304, 0.468]",0.386,0.424,0.673
refined,k3,-0.069,"[-0.396, 0.258]",0.327,-0.422,0.674
refined,k4,0.116,"[-0.19, 0.422]",0.306,0.755,0.453
refined,k5,0.044,"[-0.265, 0.352]",0.308,0.282,0.779
