stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,71.678,2.023,0.000,76,0,9,2733624041.616,257199661.576
refined,224.102,2.023,0.000,76,0,9,2733624041.616,87888638.191
