stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.935,"[-1.77, -0.1]",0.835,-1.879,0.066
norefined,c,-7.284,"[-13.415, -1.153]",6.131,-1.993,0.052
norefined,s,-4.744,"[-8.807, -0.681]",4.063,-1.958,0.056
norefined,k0,-0.743,"[-1.888, 0.403]",1.145,-1.088,0.282
norefined,k1,0.373,"[-0.968, 1.713]",1.341,0.466,0.643
norefined,k2,1.311,"[-0.172, 2.794]",1.483,1.483,0.145
norefined,k3,0.284,"[-0.642, 1.209]",0.925,0.514,0.610
norefined,k4,-1.055,"[-1.971, -0.14]",0.915,-1.934,0.059
norefined,k5,0.207,"[-0.445, 0.86]",0.652,0.532,0.597
refined,tt,-0.898,"[-1.229, -0.566]",0.332,-4.543,0.000
refined,c,-5.352,"[-7.278, -3.426]",1.926,-4.661,0.000
refined,s,-2.784,"[-3.855, -1.713]",1.071,-4.360,0.000
refined,k0,0.311,"[-0.108, 0.731]",0.419,1.246,0.219
refined,k1,-0.229,"[-0.708, 0.25]",0.479,-0.801,0.427
refined,k2,0.262,"[-0.345, 0.869]",0.607,0.724,0.473
refined,k3,0.040,"[-0.422, 0.502]",0.462,0.146,0.885
refined,k4,0.095,"[-0.276, 0.466]",0.371,0.429,0.670
refined,k5,-0.050,"[-0.303, 0.203]",0.253,-0.331,0.742
