stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.252,"[-4.525, 2.021]",3.273,-0.693,0.504
norefined,c,-6.990,"[-24.752, 10.773]",17.763,-0.713,0.492
norefined,s,-5.070,"[-18.846, 8.707]",13.777,-0.667,0.520
norefined,k0,-1.278,"[-7.161, 4.605]",5.883,-0.394,0.702
norefined,k1,0.069,"[-4.98, 5.117]",5.049,0.025,0.981
norefined,k2,1.336,"[-2.963, 5.634]",4.299,0.563,0.586
norefined,k3,-0.532,"[-5.6, 4.536]",5.068,-0.190,0.853
norefined,k4,-0.720,"[-2.736, 1.296]",2.016,-0.647,0.532
norefined,k5,1.187,"[-5.023, 7.398]",6.210,0.347,0.736
refined,tt,-0.483,"[-1.335, 0.369]",0.852,-1.027,0.329
refined,c,-2.719,"[-6.954, 1.515]",4.234,-1.164,0.271
refined,s,-1.620,"[-4.489, 1.249]",2.869,-1.023,0.330
refined,k0,0.252,"[-0.676, 1.18]",0.928,0.492,0.633
refined,k1,1.260,"[-1.415, 3.936]",2.675,0.854,0.413
refined,k2,-0.830,"[-2.263, 0.604]",1.434,-1.049,0.319
refined,k3,-0.358,"[-1.946, 1.23]",1.588,-0.408,0.692
refined,k4,-0.069,"[-0.901, 0.763]",0.832,-0.151,0.883
refined,k5,-0.462,"[-1.389, 0.465]",0.927,-0.903,0.388
