stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-0.326,-6.833,-4.873,-1.022,0.560,1.641,-0.259,-1.627,1.978,288945855.360,0.048
norefined,2,-0.760,-6.816,-4.914,-1.172,0.495,1.562,-0.337,-1.596,1.838,181228253.653,0.111
norefined,3,-1.191,-6.781,-4.937,-1.298,0.432,1.519,-0.364,-1.488,1.669,85016122.864,0.176
norefined,4,-1.647,-6.749,-4.916,-1.381,0.375,1.503,-0.400,-1.376,1.541,58272025.931,0.244
norefined,5,-1.304,-6.869,-5.024,-1.342,0.247,1.424,-0.446,-1.151,1.370,50563043.289,0.190
norefined,6,-1.743,-6.835,-4.996,-1.416,0.184,1.404,-0.473,-0.990,1.233,49432856.548,0.255
norefined,7,-1.277,-6.936,-5.061,-1.321,0.136,1.372,-0.499,-0.916,1.246,43557298.844,0.184
norefined,8,-1.722,-6.894,-5.028,-1.389,0.084,1.354,-0.515,-0.755,1.122,45185016.059,0.250
norefined,9,-1.252,-6.990,-5.070,-1.278,0.069,1.336,-0.532,-0.720,1.187,39833491.963,0.179
norefined,10,-1.703,-6.944,-5.035,-1.342,0.024,1.317,-0.541,-0.566,1.073,42403485.682,0.245
refined,11,-1.252,-6.990,-5.070,-1.278,0.069,1.336,-0.532,-0.720,1.187,39833491.963,0.179
refined,12,-0.250,-1.248,0.855,1.439,0.540,-1.808,0.224,0.614,-1.247,357476629.674,0.200
refined,13,-0.194,-1.258,-0.576,0.359,-0.048,-0.215,-0.252,-0.058,-0.162,46103685.066,0.155
refined,14,-0.262,-1.599,-0.834,0.427,0.665,-0.586,-0.179,0.118,-0.368,13776507.163,0.164
refined,15,-0.311,-1.857,-1.029,0.322,0.782,-0.651,-0.130,0.068,-0.365,12490542.611,0.167
refined,16,-0.347,-2.052,-1.164,0.276,0.873,-0.693,-0.135,0.033,-0.379,12282402.675,0.169
refined,17,-0.373,-2.184,-1.253,0.265,0.941,-0.715,-0.169,0.014,-0.391,12221868.276,0.171
refined,18,-0.396,-2.298,-1.330,0.263,1.005,-0.735,-0.207,-0.004,-0.404,12186600.695,0.172
refined,19,-0.426,-2.443,-1.430,0.259,1.091,-0.765,-0.257,-0.027,-0.424,12146054.909,0.174
refined,20,-0.483,-2.719,-1.620,0.252,1.260,-0.830,-0.358,-0.069,-0.462,12050252.548,0.178
