attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.032,"[-1.685, -0.38]",0.653,-2.638,0.010,10.096,ngd,25,337363779.241,0.186,-1.000,-0.032,0,0,fn
c,-5.471,"[-8.836, -2.107]",3.364,-2.712,0.008,10.096,ngd,25,337363779.241,0.186,-6.000,0.529,0,0,fn
s,-3.124,"[-5.162, -1.086]",2.038,-2.557,0.013,10.096,ngd,25,337363779.241,0.186,-3.000,-0.124,0,0,fn
k0,-1.298,"[-2.663, 0.066]",1.365,-1.587,0.117,10.096,ngd,25,337363779.241,0.186,0.000,-1.298,0,0,fp
k1,1.620,"[-0.105, 3.344]",1.724,1.567,0.122,10.096,ngd,25,337363779.241,0.186,0.000,1.620,0,0,fp
k2,-0.734,"[-1.788, 0.319]",1.053,-1.163,0.249,10.096,ngd,25,337363779.241,0.186,0.000,-0.734,0,0,fp
k3,-0.573,"[-1.489, 0.344]",0.916,-1.042,0.301,10.096,ngd,25,337363779.241,0.186,0.000,-0.573,0,0,fp
k4,1.168,"[-0.049, 2.385]",1.217,1.601,0.114,10.096,ngd,25,337363779.241,0.186,0.000,1.168,0,0,fp
k5,-0.498,"[-1.603, 0.606]",1.104,-0.753,0.454,10.096,ngd,25,337363779.241,0.186,0.000,-0.498,0,0,fp
vot,0.189,,,,,10.096,ngd,25,337363779.241,0.186,0.167,0.022,0,0,fn
tt,-1.251,"[-2.069, -0.433]",0.818,-2.550,0.013,10.393,lm,25,205766464.242,0.145,-1.000,-0.251,0,0,fn
c,-8.353,"[-13.701, -3.005]",5.348,-2.605,0.011,10.393,lm,25,205766464.242,0.145,-6.000,-2.353,0,0,fn
s,-4.275,"[-6.915, -1.634]",2.640,-2.700,0.009,10.393,lm,25,205766464.242,0.145,-3.000,-1.275,0,0,fn
k0,0.483,"[-0.698, 1.664]",1.181,0.683,0.497,10.393,lm,25,205766464.242,0.145,0.000,0.483,0,0,fp
k1,-0.401,"[-1.818, 1.015]",1.417,-0.473,0.638,10.393,lm,25,205766464.242,0.145,0.000,-0.401,0,0,fp
k2,0.053,"[-0.948, 1.054]",1.001,0.088,0.930,10.393,lm,25,205766464.242,0.145,0.000,0.053,0,0,fp
k3,-0.383,"[-1.194, 0.428]",0.811,-0.787,0.434,10.393,lm,25,205766464.242,0.145,0.000,-0.383,0,0,fp
k4,-0.322,"[-1.248, 0.605]",0.926,-0.579,0.565,10.393,lm,25,205766464.242,0.145,0.000,-0.322,0,0,fp
k5,0.434,"[-0.554, 1.423]",0.988,0.733,0.466,10.393,lm,25,205766464.242,0.145,0.000,0.434,0,0,fp
vot,0.150,,,,,10.393,lm,25,205766464.242,0.145,0.167,-0.017,0,0,fn
tt,-1.234,"[-2.037, -0.431]",0.803,-2.563,0.013,20.610,ngd+lm,25,205782427.543,0.145,-1.000,-0.234,0,0,fn
c,-8.224,"[-13.462, -2.986]",5.238,-2.619,0.011,20.610,ngd+lm,25,205782427.543,0.145,-6.000,-2.224,0,0,fn
s,-4.217,"[-6.806, -1.628]",2.589,-2.717,0.008,20.610,ngd+lm,25,205782427.543,0.145,-3.000,-1.217,0,0,fn
k0,0.479,"[-0.687, 1.645]",1.166,0.686,0.495,20.610,ngd+lm,25,205782427.543,0.145,0.000,0.479,0,0,fp
k1,-0.403,"[-1.803, 0.997]",1.400,-0.480,0.633,20.610,ngd+lm,25,205782427.543,0.145,0.000,-0.403,0,0,fp
k2,0.043,"[-0.945, 1.031]",0.988,0.073,0.942,20.610,ngd+lm,25,205782427.543,0.145,0.000,0.043,0,0,fp
k3,-0.371,"[-1.174, 0.432]",0.803,-0.771,0.444,20.610,ngd+lm,25,205782427.543,0.145,0.000,-0.371,0,0,fp
k4,-0.320,"[-1.239, 0.598]",0.918,-0.582,0.563,20.610,ngd+lm,25,205782427.543,0.145,0.000,-0.320,0,0,fp
k5,0.432,"[-0.546, 1.41]",0.978,0.737,0.464,20.610,ngd+lm,25,205782427.543,0.145,0.000,0.432,0,0,fp
vot,0.150,,,,,20.610,ngd+lm,25,205782427.543,0.145,0.167,-0.017,0,0,fn
