attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.093,"[-1.611, -0.575]",0.518,-3.517,0.001,4.960,ngd,12,249009454.165,0.163,-1.000,-0.093,0,0,fn
c,-6.058,"[-9.085, -3.031]",3.027,-3.334,0.001,4.960,ngd,12,249009454.165,0.163,-6.000,-0.058,0,0,fn
s,-2.084,"[-2.958, -1.209]",0.874,-3.971,0.000,4.960,ngd,12,249009454.165,0.163,-3.000,0.916,0,0,fn
vot,0.180,,,,,4.960,ngd,12,249009454.165,0.163,0.167,0.014,0,0,fn
tt,-1.974,"[-4.319, 0.371]",2.345,-1.402,0.165,5.319,lm,12,1833279607.153,0.441,-1.000,-0.974,1,0,fn
c,-5.878,"[-13.315, 1.559]",7.437,-1.317,0.192,5.319,lm,12,1833279607.153,0.441,-6.000,0.122,1,0,fn
s,-1.387,"[-3.044, 0.271]",1.657,-1.394,0.168,5.319,lm,12,1833279607.153,0.441,-3.000,1.613,1,0,fn
vot,0.336,,,,,5.319,lm,12,1833279607.153,0.441,0.167,0.169,0,0,fn
tt,-1.711,"[-2.729, -0.693]",1.018,-2.800,0.007,10.359,ngd+lm,12,144910670.796,0.124,-1.000,-0.711,0,0,fn
c,-10.286,"[-16.531, -4.041]",6.245,-2.744,0.008,10.359,ngd+lm,12,144910670.796,0.124,-6.000,-4.286,0,0,fn
s,-4.310,"[-6.694, -1.927]",2.384,-3.013,0.004,10.359,ngd+lm,12,144910670.796,0.124,-3.000,-1.310,0,0,fn
vot,0.166,,,,,10.359,ngd+lm,12,144910670.796,0.124,0.167,-0.000,0,0,fn
