stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.425,"[-2.631, -0.219]",1.206,-1.970,0.053
norefined,c,-8.102,"[-15.118, -1.086]",7.016,-1.926,0.058
norefined,s,-3.211,"[-5.871, -0.55]",2.661,-2.013,0.048
norefined,k0,0.732,"[-0.546, 2.01]",1.278,0.955,0.343
norefined,k1,-0.072,"[-1.534, 1.39]",1.462,-0.082,0.935
norefined,k2,0.683,"[-0.735, 2.1]",1.418,0.803,0.425
norefined,k3,-1.105,"[-2.7, 0.489]",1.594,-1.156,0.252
norefined,k4,0.970,"[-0.744, 2.685]",1.714,0.944,0.348
norefined,k5,-0.316,"[-1.476, 0.844]",1.160,-0.454,0.651
refined,tt,-0.577,"[-0.952, -0.202]",0.375,-2.566,0.013
refined,c,-4.218,"[-6.967, -1.468]",2.749,-2.559,0.013
refined,s,-1.825,"[-3.028, -0.621]",1.203,-2.529,0.014
refined,k0,0.004,"[-0.661, 0.669]",0.665,0.009,0.993
refined,k1,-0.129,"[-1.009, 0.751]",0.880,-0.244,0.808
refined,k2,-0.087,"[-0.916, 0.743]",0.830,-0.174,0.862
refined,k3,-0.497,"[-1.443, 0.449]",0.946,-0.877,0.384
refined,k4,0.781,"[-0.269, 1.83]",1.049,1.241,0.219
refined,k5,-0.171,"[-0.843, 0.501]",0.672,-0.425,0.672
