stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,25.712,1.727,0.000,0,9,3229925094.981,725188757.950,76
refined,30.930,1.727,0.000,0,9,3229925094.981,626581039.518,76
