stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.951,"[-1.662, -0.241]",0.711,-2.672,0.009
norefined,c,-7.133,"[-12.7, -1.567]",5.567,-2.558,0.013
norefined,s,-4.076,"[-7.142, -1.011]",3.066,-2.654,0.010
norefined,k0,-0.499,"[-2.468, 1.47]",1.969,-0.506,0.614
norefined,k1,-1.165,"[-2.604, 0.274]",1.439,-1.615,0.111
norefined,k2,-1.469,"[-4.163, 1.224]",2.694,-1.089,0.280
norefined,k3,0.795,"[-1.247, 2.838]",2.042,0.777,0.440
norefined,k4,-0.732,"[-2.424, 0.959]",1.692,-0.864,0.391
norefined,k5,-0.647,"[-2.117, 0.823]",1.470,-0.879,0.383
refined,tt,-0.743,"[-1.073, -0.414]",0.330,-4.502,0.000
refined,c,-4.895,"[-7.09, -2.7]",2.195,-4.452,0.000
refined,s,-2.245,"[-3.188, -1.301]",0.943,-4.749,0.000
refined,k0,-0.132,"[-0.852, 0.589]",0.720,-0.365,0.716
refined,k1,0.246,"[-0.361, 0.852]",0.607,0.809,0.421
refined,k2,-0.105,"[-0.945, 0.736]",0.841,-0.249,0.804
refined,k3,0.091,"[-0.777, 0.959]",0.868,0.209,0.835
refined,k4,0.319,"[-0.348, 0.987]",0.668,0.954,0.343
refined,k5,0.128,"[-0.521, 0.777]",0.649,0.393,0.695
