stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,0.173,-7.086,-3.535,-0.568,-1.873,-1.988,0.523,-1.256,-0.919,2770986183.594,1584,0,0,-0.024
norefined,2,-0.324,-7.070,-3.576,-0.575,-1.879,-1.976,0.533,-1.238,-0.944,2066185529.196,1584,0,0,0.046
norefined,3,-0.819,-7.038,-3.604,-0.568,-1.851,-1.967,0.536,-1.192,-0.930,1407519909.916,1584,0,0,0.116
norefined,4,-1.259,-6.979,-3.733,-0.535,-1.731,-1.876,0.610,-1.110,-0.902,1288438692.478,1584,0,0,0.180
norefined,5,-1.164,-6.969,-3.969,-0.463,-1.515,-1.630,0.798,-0.944,-0.800,1158784448.546,1584,0,0,0.167
norefined,6,-1.154,-6.942,-4.167,-0.383,-1.289,-1.375,1.023,-0.795,-0.684,1052021099.131,1584,0,0,0.166
norefined,7,-1.164,-6.942,-4.282,-0.305,-1.045,-1.110,1.243,-0.640,-0.514,979203094.465,1584,0,0,0.168
norefined,8,-1.197,-7.011,-4.233,-0.235,-0.776,-0.867,1.389,-0.475,-0.276,922443917.326,1584,0,0,0.171
norefined,9,-1.207,-7.120,-4.061,-0.162,-0.520,-0.672,1.461,-0.316,-0.012,873631492.812,1584,0,0,0.169
norefined,10,-1.352,-7.190,-3.846,-0.075,-0.299,-0.536,1.497,-0.137,0.251,850448988.402,1584,0,0,0.188
refined,11,-1.352,-7.190,-3.846,-0.075,-0.299,-0.536,1.497,-0.137,0.251,850448988.402,1584,0,0,0.188
refined,12,-0.497,-2.302,-1.275,0.184,0.348,0.911,-0.183,0.081,1.131,854566141.298,1584,0,0,0.216
refined,13,-0.045,-0.744,-0.533,0.473,0.018,0.195,0.100,0.397,-0.253,1452305052.003,1584,0,0,0.060
refined,14,-0.161,-0.964,-0.603,0.319,0.091,0.402,-0.079,0.165,0.205,584546339.505,1584,0,0,0.167
refined,15,-0.205,-1.213,-0.729,0.363,0.115,0.461,-0.076,0.204,0.270,544586693.104,1584,0,0,0.169
refined,16,-0.218,-1.291,-0.777,0.374,0.120,0.488,-0.078,0.216,0.280,541886756.752,1584,0,0,0.169
refined,17,-0.221,-1.310,-0.790,0.376,0.121,0.494,-0.078,0.218,0.281,541733555.462,1584,0,0,0.169
refined,18,-0.222,-1.314,-0.793,0.376,0.122,0.495,-0.078,0.218,0.281,541725441.101,1584,0,0,0.169
refined,19,-0.222,-1.315,-0.794,0.376,0.122,0.495,-0.077,0.219,0.281,541725017.686,1584,0,0,0.169
refined,20,-0.222,-1.316,-0.794,0.376,0.122,0.495,-0.077,0.219,0.281,541724995.664,1584,0,0,0.169
