stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,62.437,2.023,0.000,0,9,4459904428.942,475112643.252,76
refined,76.994,2.023,0.000,0,9,4459904428.942,393204952.882,76
