stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,0.731,-4.372,-1.014,-0.872,0.828,1.218,-1.324,0.265,0.710,6711917760.607,1584,0,0,-0.167
norefined,2,0.262,-4.429,-1.079,-0.942,0.786,1.146,-1.373,0.219,0.634,4194580007.779,1584,0,0,-0.059
norefined,3,-0.230,-4.448,-1.095,-0.988,0.758,1.099,-1.392,0.179,0.598,862770825.675,1584,0,0,0.052
norefined,4,-0.727,-4.436,-1.087,-1.001,0.751,1.065,-1.390,0.153,0.579,213283804.144,1584,0,0,0.164
norefined,5,-0.316,-4.485,-1.310,-0.973,0.741,0.928,-1.440,0.146,0.499,614447183.338,1584,0,0,0.070
norefined,6,-0.814,-4.464,-1.297,-0.972,0.745,0.900,-1.426,0.134,0.486,189469983.117,1584,0,0,0.182
norefined,7,-0.346,-4.516,-1.443,-0.970,0.737,0.836,-1.462,0.137,0.445,556357738.989,1584,0,0,0.077
norefined,8,-0.844,-4.493,-1.426,-0.964,0.743,0.812,-1.444,0.129,0.435,170727323.839,1584,0,0,0.188
norefined,9,-0.371,-4.544,-1.560,-0.964,0.737,0.757,-1.478,0.136,0.400,516716046.968,1584,0,0,0.082
norefined,10,-0.869,-4.520,-1.541,-0.955,0.744,0.736,-1.457,0.129,0.392,156270960.500,1584,0,0,0.192
refined,11,-0.869,-4.520,-1.541,-0.955,0.744,0.736,-1.457,0.129,0.392,156270960.500,1584,0,0,0.192
refined,12,-0.789,-4.220,-2.343,-0.317,0.091,-0.122,0.001,0.054,-0.371,56587977.619,1584,0,0,0.187
refined,13,-0.805,-4.387,-2.523,-0.138,-0.265,-0.077,0.209,-0.019,-0.345,52780359.383,1584,0,0,0.184
refined,14,-0.831,-4.558,-2.617,-0.115,-0.351,-0.125,0.296,-0.001,-0.289,52632982.850,1584,0,0,0.182
refined,15,-0.833,-4.568,-2.628,-0.113,-0.373,-0.129,0.311,0.001,-0.279,52625856.984,1584,0,0,0.182
refined,16,-0.834,-4.579,-2.634,-0.112,-0.377,-0.132,0.315,0.002,-0.275,52625524.473,1584,0,0,0.182
refined,17,-0.834,-4.578,-2.634,-0.112,-0.378,-0.132,0.316,0.002,-0.275,52625506.479,1584,0,0,0.182
refined,18,-0.835,-4.579,-2.635,-0.112,-0.378,-0.133,0.316,0.002,-0.275,52625505.262,1584,0,0,0.182
refined,19,-0.835,-4.579,-2.635,-0.112,-0.378,-0.133,0.316,0.002,-0.275,52625505.155,1584,0,0,0.182
refined,20,-0.835,-4.579,-2.635,-0.112,-0.378,-0.133,0.316,0.002,-0.275,52625505.143,1584,0,0,0.182
