stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.764,"[-1.909, 0.382]",1.145,-1.209,0.255
norefined,c,-5.536,"[-13.293, 2.22]",7.756,-1.294,0.225
norefined,s,-3.175,"[-8.403, 2.052]",5.227,-1.101,0.297
norefined,k0,0.286,"[-2.045, 2.617]",2.331,0.222,0.828
norefined,k1,1.008,"[-2.03, 4.046]",3.038,0.601,0.561
norefined,k2,0.801,"[-1.993, 3.595]",2.794,0.520,0.615
norefined,k3,-0.390,"[-2.526, 1.746]",2.136,-0.331,0.748
norefined,k4,-0.335,"[-2.452, 1.783]",2.117,-0.286,0.780
norefined,k5,-0.962,"[-3.025, 1.101]",2.063,-0.845,0.418
refined,tt,-1.095,"[-1.724, -0.467]",0.628,-3.160,0.010
refined,c,-7.082,"[-11.713, -2.451]",4.631,-2.772,0.020
refined,s,-3.586,"[-5.683, -1.489]",2.097,-3.099,0.011
refined,k0,-0.358,"[-1.982, 1.267]",1.624,-0.399,0.698
refined,k1,0.277,"[-1.617, 2.17]",1.894,0.265,0.797
refined,k2,-0.789,"[-2.853, 1.275]",2.064,-0.693,0.504
refined,k3,1.384,"[-0.872, 3.639]",2.256,1.112,0.292
refined,k4,-0.702,"[-1.944, 0.54]",1.242,-1.025,0.330
refined,k5,-0.642,"[-2.634, 1.35]",1.992,-0.584,0.572
