stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,17.286,2.347,0.000,0,9,1054098223.113,63661829.317,19
refined,59.617,2.347,0.000,0,9,1054098223.113,19286190.695,19
