stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.729,"[-1.802, 0.344]",1.073,-1.134,0.261
norefined,c,-7.497,"[-15.491, 0.497]",7.994,-1.564,0.122
norefined,s,-3.188,"[-6.896, 0.519]",3.708,-1.434,0.156
norefined,k0,-0.216,"[-1.681, 1.25]",1.465,-0.245,0.807
norefined,k1,1.067,"[-0.872, 3.007]",1.940,0.918,0.362
norefined,k2,-0.048,"[-1.175, 1.078]",1.126,-0.072,0.943
norefined,k3,0.613,"[-1.045, 2.27]",1.657,0.617,0.540
norefined,k4,-1.810,"[-4.309, 0.689]",2.499,-1.208,0.231
norefined,k5,0.126,"[-2.011, 2.263]",2.137,0.098,0.922
refined,tt,-49.894,"[-547.091, 447.303]",497.197,-0.167,0.868
refined,c,-320.802,"[-3531.826, 2890.222]",3211.024,-0.167,0.868
refined,s,-175.352,"[-1928.243, 1577.538]",1752.890,-0.167,0.868
refined,k0,-68.873,"[-726.689, 588.943]",657.816,-0.175,0.862
refined,k1,42.443,"[-372.871, 457.757]",415.314,0.170,0.865
refined,k2,-21.152,"[-217.845, 175.542]",196.694,-0.179,0.858
refined,k3,23.975,"[-201.953, 249.903]",225.928,0.177,0.860
refined,k4,-74.080,"[-838.03, 689.871]",763.951,-0.162,0.872
refined,k5,7.239,"[-82.547, 97.026]",89.786,0.134,0.893
