stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,28.650,1.727,0.000,0,9,3792783191.721,782261555.427,76
refined,36.665,1.727,0.000,0,9,3792783191.721,640113543.880,76
