stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.049,"[-2.976, 0.877]",1.927,-0.908,0.367
norefined,c,-7.354,"[-20.492, 5.784]",13.138,-0.934,0.354
norefined,s,-3.537,"[-9.548, 2.475]",6.012,-0.981,0.330
norefined,k0,0.340,"[-1.929, 2.61]",2.270,0.250,0.803
norefined,k1,1.029,"[-1.773, 3.832]",2.802,0.613,0.542
norefined,k2,0.302,"[-1.297, 1.901]",1.599,0.315,0.754
norefined,k3,0.414,"[-1.717, 2.545]",2.131,0.324,0.747
norefined,k4,-1.367,"[-4.441, 1.707]",3.074,-0.742,0.461
norefined,k5,0.317,"[-2.613, 3.247]",2.930,0.181,0.857
refined,tt,-0.512,"[-0.982, -0.041]",0.470,-1.815,0.074
refined,c,-2.138,"[-4.251, -0.024]",2.113,-1.687,0.096
refined,s,-1.992,"[-3.779, -0.204]",1.788,-1.859,0.067
refined,k0,0.130,"[-0.733, 0.993]",0.863,0.251,0.802
refined,k1,-0.143,"[-1.402, 1.115]",1.259,-0.190,0.850
refined,k2,-0.182,"[-0.974, 0.61]",0.792,-0.382,0.703
refined,k3,0.023,"[-1.08, 1.125]",1.103,0.035,0.972
refined,k4,0.696,"[-0.492, 1.884]",1.188,0.977,0.332
refined,k5,-0.832,"[-2.038, 0.374]",1.206,-1.151,0.254
