stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,137.231,2.023,0.000,76,0,9,3172237314.591,163230650.053
refined,180.796,2.023,0.000,76,0,9,3172237314.591,125453940.207
