stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.003,"[-1.783, -0.223]",0.780,-2.145,0.036
norefined,c,-5.664,"[-10.085, -1.244]",4.420,-2.137,0.036
norefined,s,-2.291,"[-4.128, -0.454]",1.837,-2.080,0.041
norefined,k0,-1.882,"[-3.865, 0.101]",1.983,-1.583,0.118
norefined,k1,0.228,"[-0.941, 1.398]",1.170,0.326,0.746
norefined,k2,-0.003,"[-1.034, 1.028]",1.031,-0.005,0.996
norefined,k3,0.468,"[-0.44, 1.377]",0.909,0.860,0.393
norefined,k4,0.642,"[-1.371, 2.655]",2.013,0.532,0.597
norefined,k5,-0.661,"[-2.502, 1.181]",1.842,-0.598,0.552
refined,tt,-5.811,"[-17.328, 5.707]",11.517,-0.841,0.403
refined,c,-32.075,"[-95.937, 31.787]",63.862,-0.838,0.405
refined,s,-14.994,"[-43.293, 13.304]",28.299,-0.884,0.380
refined,k0,-6.334,"[-19.181, 6.514]",12.847,-0.822,0.414
refined,k1,-7.094,"[-25.146, 10.959]",18.053,-0.655,0.514
refined,k2,-5.984,"[-16.092, 4.123]",10.108,-0.987,0.327
refined,k3,5.594,"[-7.483, 18.67]",13.077,0.713,0.478
refined,k4,0.034,"[-9.34, 9.407]",9.373,0.006,0.995
refined,k5,1.880,"[-5.488, 9.248]",7.368,0.425,0.672
