stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.727,"[-1.673, 0.219]",0.946,-1.282,0.204
norefined,c,-5.490,"[-11.925, 0.944]",6.434,-1.423,0.159
norefined,s,-2.698,"[-5.489, 0.093]",2.791,-1.612,0.112
norefined,k0,-1.978,"[-4.816, 0.86]",2.838,-1.163,0.249
norefined,k1,0.540,"[-0.888, 1.968]",1.428,0.631,0.530
norefined,k2,0.062,"[-0.958, 1.082]",1.020,0.102,0.919
norefined,k3,0.617,"[-0.535, 1.769]",1.152,0.894,0.375
norefined,k4,0.744,"[-1.409, 2.898]",2.154,0.577,0.566
norefined,k5,-0.510,"[-2.948, 1.928]",2.438,-0.349,0.728
refined,tt,-7.843,"[-20.469, 4.783]",12.626,-1.036,0.304
refined,c,-43.994,"[-115.718, 27.73]",71.724,-1.023,0.310
refined,s,-27.091,"[-69.667, 15.485]",42.576,-1.061,0.292
refined,k0,-6.707,"[-19.347, 5.934]",12.641,-0.885,0.379
refined,k1,-5.489,"[-18.911, 7.934]",13.423,-0.682,0.498
refined,k2,2.887,"[-3.512, 9.285]",6.399,0.752,0.454
refined,k3,2.199,"[-2.487, 6.885]",4.686,0.783,0.437
refined,k4,6.263,"[-9.195, 21.721]",15.458,0.676,0.502
refined,k5,7.685,"[-6.577, 21.948]",14.262,0.899,0.372
