stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,46.464,2.023,0.000,76,0,9,4132324270.942,570655326.378
refined,88.370,2.023,0.000,76,0,9,4132324270.942,321067078.671
