attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.262,"[-2.13, -0.395]",0.867,-2.427,0.018,11.019,ngd,47,332861451.072,0.189,-1.000,-0.262,0,0,fn
c,-5.662,"[-9.771, -1.553]",4.109,-2.298,0.025,11.019,ngd,47,332861451.072,0.189,-6.000,0.338,0,0,fn
s,-3.966,"[-6.421, -1.511]",2.455,-2.694,0.009,11.019,ngd,47,332861451.072,0.189,-3.000,-0.966,0,0,fn
k0,1.524,"[0.151, 2.896]",1.372,1.852,0.068,11.019,ngd,47,332861451.072,0.189,0.000,1.524,0,1,fp
k1,0.083,"[-1.074, 1.239]",1.157,0.119,0.905,11.019,ngd,47,332861451.072,0.189,0.000,0.083,0,0,fp
k2,-0.097,"[-1.448, 1.254]",1.351,-0.120,0.905,11.019,ngd,47,332861451.072,0.189,0.000,-0.097,0,0,fp
k3,-0.552,"[-1.894, 0.79]",1.342,-0.686,0.495,11.019,ngd,47,332861451.072,0.189,0.000,-0.552,0,0,fp
k4,1.023,"[-0.461, 2.506]",1.483,1.150,0.254,11.019,ngd,47,332861451.072,0.189,0.000,1.023,0,0,fp
k5,-1.495,"[-3.048, 0.058]",1.553,-1.605,0.113,11.019,ngd,47,332861451.072,0.189,0.000,-1.495,0,0,fp
vot,0.223,,,,,11.019,ngd,47,332861451.072,0.189,0.167,0.056,0,0,fn
tt,-125.374,"[-34306632.858, 34306382.11]",34306507.484,-0.000,1.000,11.765,lm,47,1904015089.865,0.453,-1.000,-124.374,1,0,fn
c,-793.855,"[-46939850.647, 46938262.937]",46939056.792,-0.000,1.000,11.765,lm,47,1904015089.865,0.453,-6.000,-787.855,1,0,fn
s,-348.485,"[-8111666.792, 8110969.822]",8111318.307,-0.000,1.000,11.765,lm,47,1904015089.865,0.453,-3.000,-345.485,1,0,fn
k0,125.992,"[-44607029.334, 44607281.318]",44607155.326,0.000,1.000,11.765,lm,47,1904015089.865,0.453,0.000,125.992,0,0,fp
k1,424.206,"[-42204830.523, 42205678.935]",42205254.729,0.000,1.000,11.765,lm,47,1904015089.865,0.453,0.000,424.206,0,0,fp
k2,-232.920,"[-25763651.714, 25763185.875]",25763418.794,-0.000,1.000,11.765,lm,47,1904015089.865,0.453,0.000,-232.920,0,0,fp
k3,761.017,"[-26989154.016, 26990676.05]",26989915.033,0.000,1.000,11.765,lm,47,1904015089.865,0.453,0.000,761.017,0,0,fp
k4,-86.442,"[-9508547.048, 9508374.165]",9508460.606,-0.000,1.000,11.765,lm,47,1904015089.865,0.453,0.000,-86.442,0,0,fp
k5,-321.958,"[-18796233.925, 18795590.009]",18795911.967,-0.000,1.000,11.765,lm,47,1904015089.865,0.453,0.000,-321.958,0,0,fp
vot,0.158,,,,,11.765,lm,47,1904015089.865,0.453,0.167,-0.009,0,0,fn
tt,-0.912,"[-1.179, -0.645]",0.267,-5.698,0.000,22.617,ngd+lm,47,170842762.276,0.136,-1.000,0.088,0,0,fn
c,-6.088,"[-8.03, -4.147]",1.942,-5.230,0.000,22.617,ngd+lm,47,170842762.276,0.136,-6.000,-0.088,0,0,fn
s,-3.419,"[-4.513, -2.326]",1.094,-5.215,0.000,22.617,ngd+lm,47,170842762.276,0.136,-3.000,-0.419,0,0,fn
k0,-0.267,"[-0.84, 0.306]",0.573,-0.778,0.439,22.617,ngd+lm,47,170842762.276,0.136,0.000,-0.267,0,0,fp
k1,0.312,"[-0.321, 0.946]",0.634,0.822,0.414,22.617,ngd+lm,47,170842762.276,0.136,0.000,0.312,0,0,fp
k2,0.739,"[-0.168, 1.646]",0.907,1.359,0.179,22.617,ngd+lm,47,170842762.276,0.136,0.000,0.739,0,0,fp
k3,-0.769,"[-1.643, 0.104]",0.873,-1.469,0.146,22.617,ngd+lm,47,170842762.276,0.136,0.000,-0.769,0,0,fp
k4,-0.034,"[-0.709, 0.641]",0.675,-0.085,0.933,22.617,ngd+lm,47,170842762.276,0.136,0.000,-0.034,0,0,fp
k5,-0.095,"[-0.875, 0.684]",0.779,-0.204,0.839,22.617,ngd+lm,47,170842762.276,0.136,0.000,-0.095,0,0,fp
vot,0.150,,,,,22.617,ngd+lm,47,170842762.276,0.136,0.167,-0.017,0,0,fn
