stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,78.606,2.023,0.000,0,9,2750754412.916,237974001.632,76
refined,179.372,2.023,0.000,0,9,2750754412.916,109614991.497,76
