attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.739,"[-0.955, -0.524]",0.215,-5.720,0.000,4.934,ngd,45,186159381.789,0.143,-1.000,0.261,0,0,fn
c,-4.601,"[-5.927, -3.275]",1.326,-5.781,0.000,4.934,ngd,45,186159381.789,0.143,-6.000,1.399,0,0,fn
s,-2.400,"[-3.121, -1.68]",0.721,-5.550,0.000,4.934,ngd,45,186159381.789,0.143,-3.000,0.600,0,0,fn
vot,0.161,,,,,4.934,ngd,45,186159381.789,0.143,0.167,-0.006,0,0,fn
tt,-1.083,"[-1.409, -0.758]",0.325,-5.545,0.000,5.150,lm,45,164307666.492,0.134,-1.000,-0.083,0,0,fn
c,-6.095,"[-7.977, -4.213]",1.882,-5.396,0.000,5.150,lm,45,164307666.492,0.134,-6.000,-0.095,0,0,fn
s,-3.254,"[-4.328, -2.18]",1.074,-5.049,0.000,5.150,lm,45,164307666.492,0.134,-3.000,-0.254,0,0,fn
vot,0.178,,,,,5.150,lm,45,164307666.492,0.134,0.167,0.011,0,0,fn
tt,-1.083,"[-1.409, -0.758]",0.325,-5.545,0.000,10.291,ngd+lm,45,164307666.486,0.134,-1.000,-0.083,0,0,fn
c,-6.095,"[-7.977, -4.213]",1.882,-5.396,0.000,10.291,ngd+lm,45,164307666.486,0.134,-6.000,-0.095,0,0,fn
s,-3.254,"[-4.328, -2.18]",1.074,-5.049,0.000,10.291,ngd+lm,45,164307666.486,0.134,-3.000,-0.254,0,0,fn
vot,0.178,,,,,10.291,ngd+lm,45,164307666.486,0.134,0.167,0.011,0,0,fn
