stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,10.518,2.347,0.001,19,0,9,704628728.919,67325705.187
refined,85.180,2.347,0.000,19,0,9,704628728.919,9073060.180
