stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.986,"[-1.879, -0.093]",0.893,-2.001,0.073
norefined,c,-4.309,"[-8.326, -0.293]",4.016,-1.945,0.080
norefined,s,-2.533,"[-4.535, -0.531]",2.002,-2.294,0.045
norefined,k0,-0.412,"[-2.557, 1.733]",2.145,-0.348,0.735
norefined,k1,0.493,"[-2.01, 2.996]",2.503,0.357,0.729
norefined,k2,-0.147,"[-2.183, 1.89]",2.037,-0.131,0.899
norefined,k3,0.283,"[-1.775, 2.342]",2.059,0.250,0.808
norefined,k4,0.006,"[-1.936, 1.948]",1.942,0.006,0.996
norefined,k5,0.211,"[-0.972, 1.393]",1.182,0.323,0.753
refined,tt,-0.916,"[-1.35, -0.482]",0.434,-3.827,0.003
refined,c,-5.396,"[-8.444, -2.348]",3.048,-3.209,0.009
refined,s,-3.110,"[-4.545, -1.674]",1.436,-3.926,0.003
refined,k0,0.239,"[-1.282, 1.76]",1.521,0.285,0.781
refined,k1,0.555,"[-0.474, 1.584]",1.029,0.978,0.351
refined,k2,-0.824,"[-2.341, 0.694]",1.517,-0.984,0.348
refined,k3,0.463,"[-0.339, 1.265]",0.802,1.047,0.320
refined,k4,-0.276,"[-1.256, 0.703]",0.980,-0.511,0.620
refined,k5,0.330,"[-0.273, 0.934]",0.604,0.992,0.345
