stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.520,"[-3.141, 0.1]",1.620,-1.873,0.065
norefined,c,-7.256,"[-14.102, -0.411]",6.846,-2.116,0.038
norefined,s,-3.131,"[-6.076, -0.186]",2.945,-2.122,0.038
norefined,k0,-0.029,"[-0.92, 0.861]",0.890,-0.066,0.947
norefined,k1,-1.039,"[-2.924, 0.847]",1.886,-1.100,0.275
norefined,k2,1.425,"[-1.399, 4.249]",2.824,1.007,0.318
norefined,k3,-0.910,"[-1.95, 0.13]",1.040,-1.747,0.085
norefined,k4,0.962,"[-0.055, 1.979]",1.017,1.888,0.063
norefined,k5,-1.234,"[-3.076, 0.609]",1.842,-1.337,0.186
refined,tt,-1.108,"[-1.814, -0.403]",0.705,-3.136,0.003
refined,c,-6.120,"[-9.673, -2.568]",3.553,-3.439,0.001
refined,s,-3.237,"[-5.193, -1.282]",1.956,-3.304,0.002
refined,k0,-0.194,"[-1.024, 0.636]",0.830,-0.467,0.642
refined,k1,0.042,"[-0.751, 0.836]",0.793,0.107,0.915
refined,k2,-0.699,"[-2.221, 0.824]",1.523,-0.916,0.363
refined,k3,-0.314,"[-0.873, 0.245]",0.559,-1.121,0.266
refined,k4,0.129,"[-0.716, 0.973]",0.844,0.304,0.762
refined,k5,0.206,"[-0.863, 1.276]",1.069,0.385,0.701
