stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,27.414,2.023,0.000,76,0,9,2221846511.349,474496325.826
refined,74.160,2.023,0.000,76,0,9,2221846511.349,202690732.000
