stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.040,"[-2.05, -0.03]",1.010,-1.718,0.090
norefined,c,-5.255,"[-10.307, -0.203]",5.052,-1.735,0.087
norefined,s,-3.690,"[-7.161, -0.219]",3.471,-1.773,0.081
norefined,k0,0.620,"[-0.726, 1.965]",1.346,0.768,0.445
norefined,k1,0.353,"[-0.865, 1.572]",1.218,0.484,0.630
norefined,k2,0.204,"[-1.016, 1.423]",1.219,0.279,0.781
norefined,k3,-1.543,"[-3.453, 0.367]",1.910,-1.348,0.182
norefined,k4,-0.455,"[-1.767, 0.857]",1.312,-0.579,0.565
norefined,k5,0.138,"[-1.181, 1.457]",1.319,0.174,0.862
refined,tt,-6.623,"[-17.459, 4.212]",10.836,-1.020,0.312
refined,c,-36.514,"[-96.09, 23.063]",59.576,-1.022,0.310
refined,s,-19.879,"[-52.488, 12.73]",32.609,-1.017,0.313
refined,k0,-1.871,"[-6.191, 2.448]",4.320,-0.723,0.472
refined,k1,-1.093,"[-4.943, 2.757]",3.850,-0.474,0.637
refined,k2,-4.329,"[-11.497, 2.84]",7.168,-1.007,0.317
refined,k3,4.047,"[-4.825, 12.919]",8.872,0.761,0.449
refined,k4,-3.845,"[-8.905, 1.216]",5.060,-1.267,0.209
refined,k5,4.322,"[-4.395, 13.039]",8.717,0.827,0.411
