stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.620,"[-1.313, 0.073]",0.693,-1.785,0.079
norefined,c,-5.000,"[-9.99, -0.01]",4.990,-2.000,0.050
norefined,s,-2.992,"[-6.136, 0.152]",3.144,-1.899,0.062
norefined,k0,-0.573,"[-1.87, 0.724]",1.297,-0.881,0.381
norefined,k1,1.003,"[-0.656, 2.661]",1.658,1.207,0.232
norefined,k2,-0.040,"[-1.456, 1.377]",1.416,-0.056,0.956
norefined,k3,0.416,"[-1.215, 2.047]",1.631,0.509,0.612
norefined,k4,-0.219,"[-1.703, 1.265]",1.484,-0.295,0.769
norefined,k5,0.576,"[-0.753, 1.904]",1.329,0.865,0.390
refined,tt,-0.169,"[-0.231, -0.107]",0.062,-5.428,0.000
refined,c,-1.354,"[-1.801, -0.908]",0.446,-6.059,0.000
refined,s,-0.608,"[-0.815, -0.4]",0.207,-5.850,0.000
refined,k0,0.209,"[-0.059, 0.476]",0.267,1.557,0.124
refined,k1,0.181,"[-0.102, 0.464]",0.283,1.274,0.207
refined,k2,0.329,"[0.011, 0.646]",0.318,2.066,0.043
refined,k3,-0.044,"[-0.356, 0.268]",0.312,-0.281,0.780
refined,k4,0.048,"[-0.253, 0.348]",0.301,0.317,0.752
refined,k5,0.400,"[0.009, 0.79]",0.391,2.041,0.045
