stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,66.625,2.023,0.000,0,9,2690886616.275,270450132.278,76
refined,97.301,2.023,0.000,0,9,2690886616.275,191246545.983,76
