stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.678,"[-1.32, -0.036]",0.642,-1.761,0.083
norefined,c,-5.150,"[-9.494, -0.806]",4.344,-1.978,0.052
norefined,s,-2.693,"[-5.294, -0.092]",2.601,-1.727,0.089
norefined,k0,-0.077,"[-1.165, 1.011]",1.088,-0.118,0.906
norefined,k1,-1.205,"[-3.112, 0.701]",1.906,-1.055,0.295
norefined,k2,-0.459,"[-1.651, 0.733]",1.192,-0.642,0.523
norefined,k3,-0.985,"[-2.693, 0.723]",1.708,-0.962,0.339
norefined,k4,0.090,"[-1.261, 1.44]",1.350,0.111,0.912
norefined,k5,1.034,"[-0.708, 2.776]",1.742,0.990,0.326
refined,tt,-0.678,"[-1.143, -0.214]",0.464,-2.435,0.018
refined,c,-4.872,"[-7.849, -1.894]",2.977,-2.729,0.008
refined,s,-1.824,"[-3.094, -0.553]",1.271,-2.394,0.019
refined,k0,-0.191,"[-0.912, 0.53]",0.721,-0.441,0.661
refined,k1,0.195,"[-0.658, 1.048]",0.853,0.381,0.704
refined,k2,0.095,"[-0.686, 0.877]",0.781,0.204,0.839
refined,k3,0.254,"[-0.492, 0.999]",0.746,0.568,0.572
refined,k4,-0.242,"[-1.028, 0.544]",0.786,-0.513,0.610
refined,k5,0.682,"[-0.281, 1.646]",0.964,1.181,0.242
