stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.777,"[-1.245, -0.31]",0.468,-3.318,0.001
norefined,c,-6.744,"[-10.731, -2.757]",3.987,-3.376,0.001
norefined,s,-3.130,"[-4.906, -1.355]",1.776,-3.519,0.001
norefined,k0,-1.149,"[-2.449, 0.151]",1.300,-1.764,0.082
norefined,k1,0.112,"[-0.728, 0.952]",0.840,0.266,0.791
norefined,k2,0.416,"[-0.609, 1.441]",1.025,0.810,0.421
norefined,k3,0.172,"[-0.757, 1.102]",0.929,0.370,0.712
norefined,k4,-0.159,"[-1.04, 0.722]",0.881,-0.360,0.720
norefined,k5,0.632,"[-0.246, 1.51]",0.878,1.437,0.155
refined,tt,-1.007,"[-1.42, -0.594]",0.413,-4.868,0.000
refined,c,-6.021,"[-8.367, -3.676]",2.346,-5.124,0.000
refined,s,-3.101,"[-4.249, -1.953]",1.148,-5.390,0.000
refined,k0,0.318,"[-0.477, 1.114]",0.796,0.798,0.428
refined,k1,0.199,"[-0.363, 0.76]",0.562,0.706,0.482
refined,k2,-0.084,"[-0.624, 0.456]",0.540,-0.310,0.758
refined,k3,0.096,"[-0.431, 0.623]",0.527,0.362,0.718
refined,k4,-0.193,"[-0.762, 0.375]",0.568,-0.679,0.500
refined,k5,-0.205,"[-0.694, 0.285]",0.490,-0.835,0.407
