stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-1.837,-6.374,-2.347,-1.673,0.760,0.218,-0.061,0.503,1.698,692399183.989,1584,0,0,0.288
norefined,2,-1.424,-6.473,-2.512,-1.654,0.658,0.215,-0.056,0.392,1.555,393501256.346,1584,0,0,0.220
norefined,3,-1.071,-6.543,-2.702,-1.585,0.514,0.295,-0.015,0.252,1.380,244018011.670,1584,0,0,0.164
norefined,4,-0.981,-6.570,-2.934,-1.466,0.283,0.417,-0.002,0.055,1.124,176176711.968,1584,0,0,0.149
norefined,5,-1.370,-6.528,-3.043,-1.378,0.135,0.489,0.008,-0.047,0.925,158698934.214,1584,0,0,0.210
norefined,6,-0.949,-6.555,-3.224,-1.292,0.076,0.559,0.034,-0.174,0.839,145359846.546,1584,0,0,0.145
norefined,7,-1.433,-6.504,-3.208,-1.276,0.030,0.571,0.045,-0.185,0.735,138837063.047,1584,0,0,0.220
norefined,8,-0.975,-6.539,-3.361,-1.216,0.012,0.603,0.050,-0.281,0.691,131777158.718,1584,0,0,0.149
norefined,9,-1.462,-6.486,-3.329,-1.210,-0.019,0.608,0.065,-0.279,0.601,128279858.367,1584,0,0,0.225
norefined,10,-0.993,-6.526,-3.467,-1.161,-0.019,0.623,0.060,-0.360,0.578,124373814.899,1584,0,0,0.152
refined,11,-0.993,-6.526,-3.467,-1.161,-0.019,0.623,0.060,-0.360,0.578,124373814.899,1584,0,0,0.152
refined,12,-1.035,-4.560,-3.146,-0.920,0.148,0.670,0.198,-0.612,-0.047,85213333.275,1584,0,0,0.227
refined,13,-1.083,-5.048,-3.232,-0.919,0.168,0.550,0.161,-0.668,0.084,80814027.736,1584,0,0,0.215
refined,14,-1.098,-5.128,-3.296,-0.929,0.169,0.548,0.152,-0.644,0.084,80763776.134,1584,0,0,0.214
refined,15,-1.101,-5.143,-3.303,-0.939,0.171,0.554,0.149,-0.644,0.087,80762007.998,1584,0,0,0.214
refined,16,-1.102,-5.150,-3.307,-0.941,0.172,0.556,0.148,-0.644,0.087,80761818.735,1584,0,0,0.214
refined,17,-1.103,-5.152,-3.308,-0.942,0.173,0.557,0.147,-0.644,0.087,80761794.708,1584,0,0,0.214
refined,18,-1.103,-5.152,-3.309,-0.942,0.173,0.558,0.147,-0.644,0.087,80761791.556,1584,0,0,0.214
refined,19,-1.103,-5.153,-3.309,-0.942,0.173,0.558,0.147,-0.644,0.087,80761791.138,1584,0,0,0.214
refined,20,-1.103,-5.153,-3.309,-0.942,0.173,0.558,0.147,-0.644,0.087,80761791.082,1584,0,0,0.214
