stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,68.216,1.727,0.000,76,0,9,2775619669.256,273100122.454
refined,148.227,1.727,0.000,76,0,9,2775619669.256,132734296.432
