stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,60.082,1.727,0.000,76,0,9,3274097339.310,360952361.834
refined,80.340,1.727,0.000,76,0,9,3274097339.310,277655993.583
