stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.141,"[-1.766, -0.517]",0.624,-3.648,0.001
norefined,c,-7.411,"[-11.704, -3.118]",4.293,-3.446,0.001
norefined,s,-3.797,"[-5.944, -1.651]",2.146,-3.531,0.001
norefined,k0,0.167,"[-0.891, 1.225]",1.058,0.316,0.753
norefined,k1,0.950,"[-0.613, 2.512]",1.562,1.213,0.229
norefined,k2,-1.191,"[-2.031, -0.351]",0.840,-2.830,0.006
norefined,k3,-0.745,"[-1.973, 0.483]",1.228,-1.211,0.230
norefined,k4,-0.597,"[-1.304, 0.11]",0.707,-1.685,0.097
norefined,k5,-0.512,"[-1.476, 0.451]",0.964,-1.061,0.292
refined,tt,-1.110,"[-1.483, -0.738]",0.372,-5.954,0.000
refined,c,-6.002,"[-8.197, -3.807]",2.195,-5.457,0.000
refined,s,-3.298,"[-4.421, -2.174]",1.124,-5.856,0.000
refined,k0,-0.317,"[-0.901, 0.267]",0.584,-1.082,0.283
refined,k1,-0.266,"[-1.016, 0.484]",0.750,-0.708,0.482
refined,k2,-0.476,"[-0.884, -0.069]",0.407,-2.334,0.023
refined,k3,0.459,"[-0.19, 1.108]",0.649,1.412,0.163
refined,k4,0.155,"[-0.231, 0.541]",0.386,0.800,0.427
refined,k5,-0.055,"[-0.587, 0.477]",0.532,-0.205,0.838
