stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,45.818,2.023,0.000,0,9,2706854495.832,378337114.502,76
refined,135.327,2.023,0.000,0,9,2706854495.832,141141758.251,76
