stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-0.127,-6.991,-1.740,1.551,-1.138,-0.506,-0.263,1.600,1.625,2354288262.459,0.018
norefined,2,-0.580,-6.982,-1.875,1.496,-1.177,-0.558,-0.326,1.486,1.572,1265974870.138,0.083
norefined,3,-1.028,-6.945,-2.026,1.435,-1.197,-0.585,-0.383,1.372,1.512,887941221.946,0.148
norefined,4,-1.398,-6.875,-2.281,1.339,-1.167,-0.575,-0.451,1.250,1.393,749248070.415,0.203
norefined,5,-1.094,-6.850,-2.660,1.275,-1.147,-0.597,-0.458,1.200,1.315,692587031.278,0.160
norefined,6,-1.474,-6.794,-2.833,1.155,-1.051,-0.582,-0.533,1.113,1.127,640912924.641,0.217
norefined,7,-1.024,-6.826,-3.037,1.119,-1.027,-0.594,-0.522,1.114,1.070,618858786.346,0.150
norefined,8,-1.442,-6.775,-3.143,1.008,-0.930,-0.589,-0.593,1.041,0.898,571550338.999,0.213
norefined,9,-0.980,-6.819,-3.310,0.968,-0.898,-0.603,-0.580,1.050,0.839,569234062.750,0.144
norefined,10,-1.424,-6.772,-3.372,0.873,-0.805,-0.602,-0.646,0.981,0.698,528908419.608,0.210
refined,11,-1.424,-6.772,-3.372,0.873,-0.805,-0.602,-0.646,0.981,0.698,528908419.608,0.210
refined,12,-1.351,-7.791,-4.562,0.720,0.367,-0.952,-0.643,0.719,0.059,431359010.875,0.173
refined,13,-1.583,-8.773,-5.427,1.018,0.251,-1.157,-0.843,0.849,0.057,426361923.609,0.180
refined,14,-1.748,-9.556,-6.127,1.258,0.257,-1.331,-1.162,1.035,0.016,425202130.667,0.183
refined,15,-1.848,-10.039,-6.570,1.390,0.221,-1.444,-1.361,1.133,-0.026,424779675.555,0.184
refined,16,-1.961,-10.629,-7.024,1.527,0.219,-1.542,-1.545,1.262,-0.037,424613493.094,0.184
refined,17,-1.977,-10.677,-7.127,1.565,0.188,-1.586,-1.605,1.245,-0.085,424559637.299,0.185
refined,18,-2.097,-11.351,-7.560,1.683,0.208,-1.655,-1.741,1.407,-0.049,424564732.036,0.185
refined,19,-1.978,-10.625,-7.174,1.590,0.146,-1.628,-1.644,1.197,-0.149,424727617.643,0.186
refined,20,-2.231,-12.110,-8.030,1.809,0.224,-1.724,-1.874,1.586,-0.002,424903449.182,0.184
