stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.388,"[-2.197, -0.578]",0.810,-2.858,0.006
norefined,c,-6.886,"[-10.665, -3.107]",3.779,-3.039,0.003
norefined,s,-3.291,"[-5.161, -1.421]",1.870,-2.935,0.005
norefined,k0,0.650,"[-0.729, 2.029]",1.379,0.786,0.435
norefined,k1,-0.855,"[-2.07, 0.359]",1.215,-1.175,0.244
norefined,k2,-0.811,"[-1.702, 0.079]",0.890,-1.520,0.133
norefined,k3,-0.545,"[-1.997, 0.907]",1.452,-0.626,0.533
norefined,k4,0.538,"[-0.7, 1.775]",1.238,0.724,0.471
norefined,k5,0.430,"[-0.286, 1.146]",0.716,1.001,0.320
refined,tt,-1.458,"[-2.445, -0.47]",0.988,-2.462,0.016
refined,c,-8.629,"[-14.176, -3.082]",5.547,-2.595,0.012
refined,s,-4.052,"[-6.431, -1.673]",2.379,-2.841,0.006
refined,k0,-0.486,"[-1.886, 0.914]",1.400,-0.579,0.565
refined,k1,0.013,"[-1.082, 1.108]",1.095,0.020,0.984
refined,k2,-1.269,"[-2.501, -0.037]",1.232,-1.718,0.090
refined,k3,1.362,"[-0.19, 2.913]",1.551,1.464,0.148
refined,k4,-1.253,"[-2.55, 0.044]",1.297,-1.612,0.112
refined,k5,-0.248,"[-0.988, 0.492]",0.740,-0.559,0.578
