link_key,observed,true_count,iter_1,iter_2,iter_3,iter_4,iter_5,iter_6,iter_7,iter_8,iter_9,iter_10,iter_11,iter_12,iter_13,iter_14,iter_15,iter_16,iter_17,iter_18,iter_19,iter_20
"(0, 1621, '0')",0,,1316.2,2031.9,1217.3,1823.1,1783.7,1807.1,1828.7,1825.8,1817.4,1800.4,1800.4,1725.3,1821.1,1807.7,1788.1,1765.6,1759.2,1761.9,1765.4,1769.2
"(61, 93, '0')",0,,396.0,701.8,696.6,835.5,838.8,838.3,841.3,843.6,842.8,839.8,839.8,768.9,770.8,754.5,742.2,741.3,740.7,740.7,743.9,744.8
"(61, 51, '0')",0,,1183.2,877.4,882.6,743.7,740.4,740.9,737.9,735.6,736.4,739.4,739.4,810.3,808.4,824.7,837.0,837.9,838.6,838.5,835.3,834.4
"(57, 51, '0')",0,,330.3,367.8,274.0,368.3,412.9,429.4,422.9,423.9,432.1,432.3,432.3,468.7,502.7,486.5,492.6,493.8,498.6,498.6,492.4,492.3
"(708, 9, '0')",0,,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5,726.5
"(319, 9, '0')",0,,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0,308.0
"(708, 738, '0')",0,,728.0,1207.6,932.6,1223.7,1211.8,1210.5,1238.6,1251.4,1261.0,1261.1,1261.1,1216.1,1312.4,1322.8,1314.9,1314.6,1324.0,1326.2,1333.6,1334.9
"(708, 733, '0')",0,,794.8,1166.3,754.3,1065.1,977.1,959.2,964.9,955.2,945.7,933.4,933.4,825.5,899.1,908.9,889.5,882.9,883.1,886.6,891.5,893.9
"(1556, 1731, '0')",0,,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6,107.6
"(160, 95, '0')",0,,1384.1,1793.1,1565.2,1631.3,1680.9,1713.1,1723.7,1730.4,1729.4,1719.4,1719.4,1738.9,1765.9,1752.2,1742.6,1718.6,1706.6,1704.2,1695.0,1695.8
"(2, 43, '0')",1,2642.0,1386.8,2110.1,1464.8,1494.6,1561.7,1646.9,1670.2,1674.0,1690.2,1690.3,1690.3,1845.8,1941.1,1931.7,1930.4,1924.8,1933.0,1936.9,1939.6,1942.4
"(99, 43, '0')",1,2981.0,3298.0,2147.5,3230.5,3204.6,3088.1,2853.5,2760.2,2760.2,2739.4,2742.7,2742.7,2439.8,2244.9,2237.6,2246.4,2249.4,2234.6,2223.4,2211.9,2205.6
"(369, 164, '0')",1,1840.0,303.7,583.0,235.8,318.1,445.5,580.7,636.4,646.7,661.7,663.4,663.4,541.0,594.0,605.1,623.8,625.4,619.7,618.8,613.3,613.0
"(669, 164, '0')",1,2101.0,2905.8,1868.6,1910.8,1859.3,1631.4,1417.8,1344.7,1316.5,1305.9,1325.8,1325.8,1266.4,1325.3,1301.1,1317.3,1327.6,1341.9,1348.6,1350.2,1348.2
"(3, 38, '0')",1,2001.0,1056.0,1190.5,1286.1,1546.5,1716.3,1800.4,1833.0,1837.6,1850.6,1832.3,1832.3,1749.5,1653.4,1665.5,1631.6,1612.5,1606.6,1595.6,1597.1,1598.3
"(3, 19, '0')",1,4807.0,4232.4,4066.9,3836.6,3558.0,3337.6,3215.3,3165.4,3124.2,3092.5,3103.2,3103.2,3141.3,3215.7,3163.8,3167.0,3173.1,3177.3,3172.5,3170.3,3169.6
"(4, 465, '0')",0,,5288.4,5257.4,5122.7,5104.5,5053.9,5015.7,4998.4,4961.8,4943.2,4935.5,4935.5,4890.9,4869.0,4829.4,4798.6,4785.5,4783.9,4768.0,4767.4,4767.9
"(361, 412, '0')",1,999.0,1407.0,2196.9,2470.0,2439.5,2541.8,2631.0,2657.5,2675.2,2672.3,2651.0,2651.0,2834.0,2736.7,2747.7,2715.4,2705.1,2694.7,2689.7,2692.7,2695.0
