stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,121.572,2.023,0.000,76,0,9,3381870986.494,195138944.642
refined,152.729,2.023,0.000,76,0,9,3381870986.494,157180154.405
