stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-1.152,-4.406,-4.373,0.332,0.013,-0.912,-0.864,1.020,0.195,793677674.298,1584,0,0,0.262
norefined,2,-0.739,-4.566,-4.366,0.175,-0.065,-0.868,-0.748,0.933,0.184,591625076.403,1584,0,0,0.162
norefined,3,-1.173,-4.680,-4.169,0.167,-0.104,-0.794,-0.790,0.925,0.155,614645699.082,1584,0,0,0.251
norefined,4,-0.741,-4.821,-4.169,0.030,-0.164,-0.744,-0.686,0.838,0.153,496749667.303,1584,0,0,0.154
norefined,5,-1.199,-4.887,-3.999,0.054,-0.170,-0.686,-0.737,0.836,0.135,524926963.244,1584,0,0,0.245
norefined,6,-0.753,-5.012,-4.008,-0.065,-0.211,-0.631,-0.643,0.750,0.141,429922665.685,1584,0,0,0.150
norefined,7,-1.216,-5.060,-3.847,-0.031,-0.204,-0.580,-0.697,0.747,0.126,463546523.815,1584,0,0,0.240
norefined,8,-0.761,-5.174,-3.860,-0.133,-0.228,-0.520,-0.610,0.661,0.140,377016370.983,1584,0,0,0.147
norefined,9,-1.227,-5.212,-3.703,-0.094,-0.210,-0.478,-0.665,0.654,0.124,414713295.240,1584,0,0,0.235
norefined,10,-0.766,-5.319,-3.715,-0.183,-0.221,-0.415,-0.584,0.569,0.143,331218723.600,1584,0,0,0.144
refined,11,-0.766,-5.319,-3.715,-0.183,-0.221,-0.415,-0.584,0.569,0.143,331218723.600,1584,0,0,0.144
refined,12,-0.555,-3.432,-0.827,0.006,0.510,0.349,0.336,-0.333,-0.197,250733887.040,1584,0,0,0.162
refined,13,-0.606,-3.793,-1.436,0.189,0.075,0.314,0.091,-0.037,-0.163,101499271.035,1584,0,0,0.160
refined,14,-0.676,-4.236,-1.740,0.169,0.035,0.315,-0.004,0.033,-0.172,96150497.446,1584,0,0,0.159
refined,15,-0.678,-4.240,-1.763,0.126,0.049,0.307,-0.028,0.049,-0.152,96019889.681,1584,0,0,0.160
refined,16,-0.680,-4.252,-1.770,0.126,0.050,0.306,-0.029,0.049,-0.152,96018477.853,1584,0,0,0.160
refined,17,-0.679,-4.250,-1.769,0.125,0.050,0.306,-0.029,0.049,-0.152,96018440.186,1584,0,0,0.160
refined,18,-0.680,-4.251,-1.770,0.126,0.050,0.306,-0.029,0.049,-0.152,96018437.914,1584,0,0,0.160
refined,19,-0.679,-4.251,-1.770,0.125,0.050,0.306,-0.029,0.049,-0.152,96018437.707,1584,0,0,0.160
refined,20,-0.680,-4.251,-1.770,0.126,0.050,0.306,-0.029,0.049,-0.152,96018437.686,1584,0,0,0.160
