attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.890,"[-1.211, -0.569]",0.321,-4.619,0.000,58.795,ngd,100,187362835.759,0.142,-1.000,0.110,0,0,fn
c,-6.350,"[-8.655, -4.045]",2.305,-4.590,0.000,58.795,ngd,100,187362835.759,0.142,-6.000,-0.350,0,0,fn
s,-3.491,"[-4.748, -2.234]",1.257,-4.627,0.000,58.795,ngd,100,187362835.759,0.142,-3.000,-0.491,0,0,fn
vot,0.140,,,,,58.795,ngd,100,187362835.759,0.142,0.167,-0.027,0,0,fn
tt,-2.082,"[-8.119, 3.956]",6.038,-0.574,0.567,53.319,lm,100,9068046097.043,0.986,-1.000,-1.082,1,0,fn
c,23.344,"[-44.506, 91.195]",67.850,0.573,0.568,53.319,lm,100,9068046097.043,0.986,-6.000,29.344,1,0,fn
s,16.851,"[-32.264, 65.966]",49.115,0.572,0.569,53.319,lm,100,9068046097.043,0.986,-3.000,19.851,1,0,fn
vot,-0.089,,,,,53.319,lm,100,9068046097.043,0.986,0.167,-0.256,0,0,fn
tt,-1.288,"[-1.776, -0.8]",0.488,-4.395,0.000,122.789,ngd+lm,100,180073206.687,0.139,-1.000,-0.288,0,0,fn
c,-8.321,"[-11.512, -5.13]",3.191,-4.344,0.000,122.789,ngd+lm,100,180073206.687,0.139,-6.000,-2.321,0,0,fn
s,-4.295,"[-5.937, -2.654]",1.641,-4.360,0.000,122.789,ngd+lm,100,180073206.687,0.139,-3.000,-1.295,0,0,fn
vot,0.155,,,,,122.789,ngd+lm,100,180073206.687,0.139,0.167,-0.012,0,0,fn
