attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.241,"[-1.694, -0.787]",0.454,-4.557,0.000,5.522,ngd,54,229114947.196,0.160,-1.000,-0.241,0,0,fn
c,-5.919,"[-8.077, -3.76]",2.158,-4.569,0.000,5.522,ngd,54,229114947.196,0.160,-6.000,0.081,0,0,fn
s,-3.497,"[-4.783, -2.211]",1.286,-4.531,0.000,5.522,ngd,54,229114947.196,0.160,-3.000,-0.497,0,0,fn
vot,0.210,,,,,5.522,ngd,54,229114947.196,0.160,0.167,0.043,0,0,fn
tt,-0.193,"[-0.376, -0.011]",0.182,-1.769,0.081,6.104,lm,54,698835049.820,0.280,-1.000,0.807,0,0,fn
c,-5.513,"[-9.476, -1.55]",3.963,-2.317,0.023,6.104,lm,54,698835049.820,0.280,-6.000,0.487,0,0,fn
s,-4.139,"[-7.144, -1.135]",3.005,-2.295,0.025,6.104,lm,54,698835049.820,0.280,-3.000,-1.139,0,0,fn
vot,0.035,,,,,6.104,lm,54,698835049.820,0.280,0.167,-0.132,0,0,fn
tt,-0.907,"[-1.171, -0.643]",0.264,-5.727,0.000,11.449,ngd+lm,54,189092833.299,0.146,-1.000,0.093,0,0,fn
c,-5.576,"[-7.223, -3.928]",1.648,-5.638,0.000,11.449,ngd+lm,54,189092833.299,0.146,-6.000,0.424,0,0,fn
s,-3.118,"[-3.998, -2.237]",0.880,-5.900,0.000,11.449,ngd+lm,54,189092833.299,0.146,-3.000,-0.118,0,0,fn
vot,0.163,,,,,11.449,ngd+lm,54,189092833.299,0.146,0.167,-0.004,0,0,fn
