stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.902,"[-1.321, -0.484]",0.418,-4.304,0.000
norefined,c,-6.415,"[-9.307, -3.523]",2.892,-4.428,0.000
norefined,s,-3.320,"[-4.765, -1.876]",1.445,-4.587,0.000
norefined,k0,-0.083,"[-0.704, 0.539]",0.621,-0.265,0.792
norefined,k1,-0.538,"[-1.288, 0.213]",0.751,-1.429,0.158
norefined,k2,0.683,"[-0.036, 1.402]",0.719,1.895,0.062
norefined,k3,0.111,"[-0.693, 0.914]",0.803,0.275,0.784
norefined,k4,-0.052,"[-0.727, 0.623]",0.675,-0.154,0.878
norefined,k5,-0.121,"[-0.707, 0.464]",0.586,-0.413,0.681
refined,tt,-1.160,"[-1.583, -0.738]",0.422,-5.485,0.000
refined,c,-7.236,"[-10.013, -4.459]",2.777,-5.201,0.000
refined,s,-3.256,"[-4.423, -2.089]",1.167,-5.568,0.000
refined,k0,0.195,"[-0.328, 0.717]",0.522,0.744,0.459
refined,k1,0.016,"[-0.575, 0.607]",0.591,0.054,0.957
refined,k2,0.164,"[-0.384, 0.711]",0.548,0.597,0.553
refined,k3,-0.251,"[-0.963, 0.461]",0.712,-0.704,0.484
refined,k4,0.022,"[-0.539, 0.583]",0.561,0.078,0.938
refined,k5,0.098,"[-0.41, 0.607]",0.508,0.386,0.701
