stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,144.112,2.023,0.000,0,9,3024689930.852,148572461.449,76
refined,179.029,2.023,0.000,0,9,3024689930.852,120752647.724,76
