stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.043,"[-1.462, -0.623]",0.419,-4.963,0.000
norefined,c,-6.214,"[-8.755, -3.674]",2.541,-4.882,0.000
norefined,s,-3.673,"[-5.138, -2.208]",1.465,-5.003,0.000
norefined,k0,-0.148,"[-0.799, 0.502]",0.651,-0.455,0.650
norefined,k1,-0.582,"[-1.316, 0.152]",0.734,-1.582,0.118
norefined,k2,0.660,"[-0.019, 1.339]",0.679,1.941,0.056
norefined,k3,0.474,"[-0.299, 1.247]",0.773,1.223,0.226
norefined,k4,-0.031,"[-0.703, 0.642]",0.673,-0.091,0.928
norefined,k5,-0.173,"[-0.777, 0.432]",0.605,-0.570,0.570
refined,tt,-1.084,"[-1.481, -0.688]",0.397,-5.454,0.000
refined,c,-6.365,"[-8.837, -3.894]",2.472,-5.141,0.000
refined,s,-3.456,"[-4.692, -2.221]",1.235,-5.585,0.000
refined,k0,0.194,"[-0.413, 0.802]",0.607,0.639,0.525
refined,k1,-0.303,"[-0.958, 0.352]",0.655,-0.923,0.359
refined,k2,0.124,"[-0.452, 0.7]",0.576,0.429,0.670
refined,k3,0.674,"[-0.017, 1.365]",0.691,1.946,0.056
refined,k4,-0.005,"[-0.629, 0.618]",0.623,-0.017,0.986
refined,k5,-0.140,"[-0.7, 0.419]",0.560,-0.501,0.618
