stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.196,"[-2.695, 0.302]",1.499,-1.332,0.188
norefined,c,-5.907,"[-13.693, 1.88]",7.786,-1.265,0.210
norefined,s,-4.892,"[-10.996, 1.212]",6.104,-1.337,0.186
norefined,k0,-1.268,"[-3.986, 1.45]",2.718,-0.778,0.439
norefined,k1,0.110,"[-1.368, 1.588]",1.478,0.124,0.902
norefined,k2,0.519,"[-1.402, 2.44]",1.921,0.451,0.654
norefined,k3,0.901,"[-1.102, 2.903]",2.002,0.750,0.456
norefined,k4,0.099,"[-1.086, 1.285]",1.185,0.139,0.890
norefined,k5,-1.201,"[-3.126, 0.724]",1.925,-1.041,0.302
refined,tt,-11.408,"[-112.735, 89.92]",101.327,-0.188,0.852
refined,c,-70.065,"[-668.526, 528.395]",598.461,-0.195,0.846
refined,s,-40.126,"[-400.709, 320.456]",360.582,-0.186,0.853
refined,k0,-11.633,"[-113.944, 90.678]",102.311,-0.190,0.850
refined,k1,-1.335,"[-8.163, 5.493]",6.828,-0.326,0.745
refined,k2,2.945,"[-15.739, 21.628]",18.683,0.263,0.793
refined,k3,-2.611,"[-22.549, 17.327]",19.938,-0.218,0.828
refined,k4,4.365,"[-23.905, 32.635]",28.270,0.258,0.798
refined,k5,5.297,"[-53.87, 64.463]",59.166,0.149,0.882
