stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.663,"[-3.107, -0.219]",1.444,-1.921,0.059
norefined,c,-5.716,"[-10.442, -0.991]",4.725,-2.018,0.048
norefined,s,-4.786,"[-9.328, -0.244]",4.542,-1.758,0.083
norefined,k0,-1.393,"[-3.279, 0.493]",1.886,-1.232,0.222
norefined,k1,0.283,"[-0.76, 1.327]",1.044,0.453,0.652
norefined,k2,0.030,"[-1.486, 1.545]",1.515,0.033,0.974
norefined,k3,1.093,"[-0.569, 2.754]",1.661,1.097,0.277
norefined,k4,-0.210,"[-1.077, 0.656]",0.867,-0.405,0.687
norefined,k5,-0.990,"[-2.181, 0.2]",1.190,-1.388,0.170
refined,tt,-1.663,"[-3.107, -0.219]",1.444,-1.921,0.059
refined,c,-5.716,"[-10.442, -0.991]",4.725,-2.018,0.048
refined,s,-4.786,"[-9.328, -0.244]",4.542,-1.758,0.083
refined,k0,-1.393,"[-3.279, 0.493]",1.886,-1.232,0.222
refined,k1,0.283,"[-0.76, 1.327]",1.044,0.453,0.652
refined,k2,0.030,"[-1.486, 1.545]",1.515,0.033,0.974
refined,k3,1.093,"[-0.569, 2.754]",1.661,1.097,0.277
refined,k4,-0.210,"[-1.077, 0.656]",0.867,-0.405,0.687
refined,k5,-0.990,"[-2.181, 0.2]",1.190,-1.388,0.170
