stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,23.481,1.727,0.000,0,9,4853728262.982,1168388282.318,76
refined,27.270,1.727,0.000,0,9,4853728262.982,1040864529.726,76
