stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.566,"[-3.173, 0.041]",1.607,-1.626,0.109
norefined,c,-5.566,"[-11.213, 0.081]",5.647,-1.644,0.105
norefined,s,-5.275,"[-10.811, 0.26]",5.536,-1.589,0.117
norefined,k0,-0.581,"[-2.849, 1.687]",2.268,-0.427,0.671
norefined,k1,-0.115,"[-1.448, 1.217]",1.333,-0.144,0.886
norefined,k2,0.984,"[-1.033, 3.001]",2.017,0.814,0.419
norefined,k3,1.442,"[-0.279, 3.162]",1.720,1.398,0.167
norefined,k4,-0.196,"[-1.486, 1.095]",1.290,-0.253,0.801
norefined,k5,-0.321,"[-1.622, 0.98]",1.301,-0.411,0.682
refined,tt,-4.956,"[-14.312, 4.4]",9.356,-0.884,0.380
refined,c,-18.506,"[-52.904, 15.892]",34.398,-0.897,0.373
refined,s,-15.027,"[-42.771, 12.717]",27.744,-0.903,0.370
refined,k0,-6.097,"[-16.91, 4.716]",10.813,-0.940,0.350
refined,k1,1.072,"[-1.813, 3.957]",2.885,0.620,0.538
refined,k2,4.022,"[-1.324, 9.368]",5.346,1.255,0.214
refined,k3,-1.293,"[-4.195, 1.61]",2.902,-0.743,0.460
refined,k4,-0.150,"[-1.836, 1.535]",1.685,-0.149,0.882
refined,k5,3.321,"[-3.702, 10.344]",7.023,0.789,0.433
